FileName,Item,Path,Prefix
lg_1007.jpg,1007,http://us.starline.com/content/image/product/lg_1007.jpg,lg
pp_1007.jpg,1007,http://us.starline.com/content/image/product/pp_1007.jpg,pp
tn_1007.jpg,1007,http://us.starline.com/content/image/product/tn_1007.jpg,tn
lg_1021.jpg,1021,http://us.starline.com/content/image/product/lg_1021.jpg,lg
pp_1021.jpg,1021,http://us.starline.com/content/image/product/pp_1021.jpg,pp
tn_1021.jpg,1021,http://us.starline.com/content/image/product/tn_1021.jpg,tn
lg_1048.jpg,1048,http://us.starline.com/content/image/product/lg_1048.jpg,lg
pp_1048.jpg,1048,http://us.starline.com/content/image/product/pp_1048.jpg,pp
tn_1048.jpg,1048,http://us.starline.com/content/image/product/tn_1048.jpg,tn
lg_1056.jpg,1056,http://us.starline.com/content/image/product/lg_1056.jpg,lg
pp_1056.jpg,1056,http://us.starline.com/content/image/product/pp_1056.jpg,pp
tn_1056.jpg,1056,http://us.starline.com/content/image/product/tn_1056.jpg,tn
lg_1067.jpg,1067,http://us.starline.com/content/image/product/lg_1067.jpg,lg
pp_1067.jpg,1067,http://us.starline.com/content/image/product/pp_1067.jpg,pp
tn_1067.jpg,1067,http://us.starline.com/content/image/product/tn_1067.jpg,tn
lg_1081.jpg,1081,http://us.starline.com/content/image/product/lg_1081.jpg,lg
pp_1081.jpg,1081,http://us.starline.com/content/image/product/pp_1081.jpg,pp
tn_1081.jpg,1081,http://us.starline.com/content/image/product/tn_1081.jpg,tn
lg_1101.jpg,1101,http://us.starline.com/content/image/product/lg_1101.jpg,lg
pp_1101.jpg,1101,http://us.starline.com/content/image/product/pp_1101.jpg,pp
tn_1101.jpg,1101,http://us.starline.com/content/image/product/tn_1101.jpg,tn
lg_1219.jpg,1219,http://us.starline.com/content/image/product/lg_1219.jpg,lg
pp_1219.jpg,1219,http://us.starline.com/content/image/product/pp_1219.jpg,pp
tn_1219.jpg,1219,http://us.starline.com/content/image/product/tn_1219.jpg,tn
lg_1220.jpg,1220,http://us.starline.com/content/image/product/lg_1220.jpg,lg
pp_1220.jpg,1220,http://us.starline.com/content/image/product/pp_1220.jpg,pp
tn_1220.jpg,1220,http://us.starline.com/content/image/product/tn_1220.jpg,tn
